0,0,0,0,300
1,66,0,0,300
2,68,1,0,300
3,83,22,0,300
4,66,25,0,300
5,85,32,0,300
6,90,64,0,300
7,76,88,0,300
8,93,108,0,300
9,80,118,0,300
10,74,131,0,300
11,96,153,1,299
12,75,155,20,280
13,77,164,24,276
14,68,167,31,269
15,87,167,52,248
16,65,146,84,216
17,58,139,103,197
18,82,140,117,183
19,66,140,127,173
20,57,121,151,149
21,52,103,173,127
22,54,93,187,113
23,50,90,196,104
24,51,80,218,82
25,43,70,230,70
26,50,60,240,60
27,34,47,253,47
28,30,33,267,33
29,22,28,272,28
30,19,24,276,24
